"Building_Class","Zoning_Class","Lot_Extent","Lot_Size","Road_Type","Lane_Type","Property_Shape","Land_Outline","Lot_Configuration","Property_Slope","Neighborhood","Condition1","Condition2","House_Type","House_Design","Overall_Material","House_Condition","Construction_Year","Roof_Design","Roof_Quality","Exterior1st","Exterior2nd","Brick_Veneer_Type","Brick_Veneer_Area","Exterior_Material","Exterior_Condition","Foundation_Type","Basement_Height","Basement_Condition","Exposure_Level","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","Total_Basement_Area","Heating_Type","Heating_Quality","Air_Conditioning","Electrical_System","First_Floor_Area","Second_Floor_Area","LowQualFinSF","Grade_Living_Area","Underground_Full_Bathroom","Underground_Half_Bathroom","Full_Bathroom_Above_Grade","Half_Bathroom_Above_Grade","Bedroom_Above_Grade","Kitchen_Quality","Rooms_Above_Grade","Functional_Rate","Fireplaces","Fireplace_Quality","Garage","Garage_Built_Year","Garage_Finish","Garage_Size","Garage_Quality","Pavedd_Drive","W_Deck_Area","Open_Lobby_Area","Enclosed_Lobby_Area","Three_Season_Lobby_Area","Screen_Lobby_Area","Pool_Area","Pool_Quality","Fence_Quality","Miscellaneous_Feature","Miscellaneous_Value","Month_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
50,"RLD",104,9986.412039,1,"None",0,"Lvl","I",0,"SawyerW","Feedr","Norm","1Fam","1.5Fin",6,5,1984,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",3,3,1,1,0,1,1105,1105,"GasA",5,1,"SBrkr",1105,717,0,1822,0,0,2,0,4,4,7,5,1,1,"Attchd",1984,1,2,3,1,0,195,1012,0,0,444,2,"None","None",0,4,2007,"WD","Normal",178149.798266667
60,"RLD",75,10067.4214,1,"None",0,"Lvl","I",0,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1994,"Gable","SS","VinylSd","VinylSd",0,0,4,4,"PC",4,4,1,6,497,1,282,779,"GasA",5,1,"SBrkr",1029,929,0,1958,1,0,2,1,3,4,7,10,1,3,"Attchd",1994,2,2,3,2,202,93,0,0,0,0,0,"None","None",0,7,2007,"CWD","Normal",221843.638433333
20,"RLD",71,-3257.685433,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",2,306,4,3,"PC",4,3,3,1,0,1,1643,1643,"GasA",5,1,"SBrkr",1651,0,0,1651,0,0,2,0,3,4,7,10,1,4,"Attchd",2007,3,3,3,2,204,64,0,0,0,0,0,"None","None",0,9,2007,"New","Partial",247672.2038
20,"RLD",93,4433.553611,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2006,"Hip","SS","CemntBd","CmentBd",0,0,4,3,"PC",4,3,3,1,0,1,2140,2140,"GasA",5,1,"SBrkr",2140,0,0,2140,0,0,2,1,3,4,8,10,0,0,"Attchd",2006,3,3,3,2,136,32,0,0,0,0,0,"None","None",0,6,2007,"New","Partial",253080.260566667
20,"RLD",66,11772.18181,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",2,306,4,3,"PC",4,3,3,1,0,1,1643,1643,"GasA",5,1,"SBrkr",1651,0,0,1651,0,0,2,0,3,4,7,10,1,4,"Attchd",2007,2,3,3,2,192,64,0,0,0,0,0,"None","None",0,9,2007,"New","Partial",252272.500733333
20,"RLD",75,-981.3662793,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,"Gable","SS","VinylSd","VinylSd",1,204,4,3,"PC",4,3,2,6,20,1,1526,1546,"GasA",5,1,"SBrkr",1546,0,0,1546,0,0,2,0,3,4,7,10,0,0,"Attchd",2005,2,3,3,2,144,42,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",212867.542433333
20,"RLD",73,6561.515108,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2006,"Gable","SS","VinylSd","VinylSd",1,132,4,3,"PC",4,3,1,6,36,1,1453,1489,"GasA",5,1,"SBrkr",1500,0,0,1500,0,0,2,0,3,4,7,10,1,4,"Attchd",2005,2,2,3,2,144,38,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",225716.144933333
20,"RLD",64,15467.87552,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,1270,1270,"GasA",5,1,"SBrkr",1270,0,0,1270,0,0,2,0,2,4,6,10,0,0,"Attchd",2005,2,2,3,2,0,96,0,0,0,0,0,"None","None",0,7,2007,"WD","Normal",189105.407933333
60,"RLD",78,14403.01571,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,4,1,0,1,879,879,"GasA",5,1,"SBrkr",879,916,0,1795,0,0,2,1,3,4,7,10,0,0,"Attchd",2005,2,2,3,2,164,111,0,0,0,0,0,"None","None",0,10,2007,"WD","Normal",214040.5218
60,"RLD",67,10242.62533,1,"None",1,"Lvl","I",0,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,"Gable","SS","HdBoard","HdBoard",1,360,4,3,"PC",4,3,1,6,608,2,0,929,"GasA",5,1,"SBrkr",946,927,0,1873,1,0,2,1,3,4,7,10,1,3,"Attchd",1988,2,2,3,2,108,48,0,0,144,0,0,"GdPrv","None",0,5,2007,"WD","Normal",216852.7785
20,"RLD",155,14823.22939,1,"None",1,"Low","I",2,"ClearCr","Norm","Norm","1Fam","1Story",8,6,1976,"Shed","WSh","Wd Sdng","Wd Sdng",0,0,4,3,"CB",4,4,4,2,51,6,0,966,"GasA",5,1,"SBrkr",1743,0,0,1743,2,0,0,1,0,4,5,10,2,2,"Attchd",1976,3,2,3,2,646,0,0,0,0,0,0,"None","None",0,5,2007,"WD","Normal",225115.170066667
20,"RLD",70,9941.378094,1,"None",2,"Lvl","CulDSac",0,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,5,550,1,472,1022,"GasA",4,1,"SBrkr",1022,0,0,1022,0,1,1,0,3,3,6,10,0,0,"Detchd",1995,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,8,2007,"WD","Normal",143625.535566667
60,"RLD",57,17422.52678,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",6,6,1997,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"PC",4,3,1,6,539,1,96,635,"GasA",5,1,"SBrkr",646,662,0,1308,1,0,2,1,3,4,6,10,0,0,"Attchd",1997,2,2,3,2,142,54,0,0,0,0,0,"None","None",0,5,2007,"WD","Normal",167743.620366667
20,"RLD",60,8855.05328,1,"None",2,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1994,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"PC",4,4,1,6,420,1,570,990,"GasA",5,1,"SBrkr",990,0,0,990,1,0,1,0,3,3,5,10,0,0,"Detchd",1995,1,1,3,2,256,0,0,0,0,0,0,"None","None",0,7,2007,"WD","Normal",132482.125833333
20,"RLD",70,13437.07362,1,"None",2,"Low","I",1,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1996,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,5,549,1,548,1097,"GasA",5,1,"SBrkr",1097,0,0,1097,1,0,1,1,3,3,6,10,0,0,"Attchd",1996,1,1,3,2,306,0,0,0,0,0,0,"GdPrv","None",0,7,2007,"WD","Normal",146532.9514
60,"RLD",47,3638.11409,1,"None",2,"Lvl","CulDSac",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,4,6,342,1,646,988,"GasA",5,1,"SBrkr",988,885,0,1873,0,0,2,1,3,4,7,10,1,3,"Attchd",1999,2,2,3,2,202,123,0,0,0,0,0,"None","None",0,3,2007,"WD","Normal",217309.252733333
60,"RLD",43,7968.797524,1,"None",2,"Lvl","CulDSac",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,"Gable","SS","VinylSd","VinylSd",1,290,4,3,"PC",4,3,1,6,638,1,215,853,"GasA",5,1,"SBrkr",853,900,0,1753,1,0,2,1,3,3,7,10,1,2,"Attchd",1998,2,2,3,2,0,74,0,0,0,0,0,"None","None",0,3,2007,"WD","Normal",207064.158
60,"RLD",68,628.5258889,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,845,845,"GasA",5,1,"SBrkr",845,845,0,1690,0,0,2,1,3,4,7,10,0,0,"Attchd",2001,2,2,3,2,0,103,0,0,0,0,0,"None","None",0,2,2007,"WD","Normal",190850.2961
60,"RLD",70,19663.81648,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,"Gable","SS","VinylSd","VinylSd",1,144,4,3,"PC",4,3,1,6,841,1,144,985,"GasA",5,1,"SBrkr",985,857,0,1842,1,0,2,1,3,4,7,10,1,3,"Attchd",2000,3,2,3,2,193,96,0,0,0,0,0,"None","None",0,7,2007,"WD","Normal",228468.957166667
20,"RLD",97,12993.01461,1,"None",1,"Bnk","I",0,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1974,"Gable","SS","HdBoard","HdBoard",0,0,3,3,"CB",4,3,3,4,663,1,201,864,"GasA",3,1,"SBrkr",894,0,0,894,0,0,1,0,3,3,5,10,0,0,"Attchd",1974,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,8,2007,"WD","Family",133589.632966667
80,"RLD",59,13998.4978,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","SLvl",5,5,1976,"Gable","SS","VinylSd","VinylSd",1,113,3,4,"CB",4,3,3,6,502,1,513,1015,"GasA",3,1,"SBrkr",1025,0,0,1025,0,0,2,0,3,3,6,10,1,2,"Detchd",1979,1,2,3,2,127,0,0,0,0,0,0,"None","None",0,7,2007,"WD","Normal",147186.673966667
80,"RLD",72,8709.076335,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","SLvl",5,7,1977,"Gable","SS","Plywood","VinylSd",1,51,3,3,"CB",3,3,3,5,755,1,240,995,"GasA",3,1,"SBrkr",1009,0,0,1009,0,0,2,0,3,3,6,10,1,2,"Detchd",1977,1,2,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,6,2007,"WD","Normal",146278.0952
20,"RLD",45,11857.71165,1,"None",1,"Lvl","CulDSac",0,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1977,"Gable","SS","CemntBd","CmentBd",0,0,3,3,"CB",4,3,3,5,539,1,501,1040,"GasA",3,1,"SBrkr",1040,0,0,1040,0,0,1,1,3,3,5,10,0,0,"Detchd",1977,1,2,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,1,2007,"WD","Normal",141776.523933333
20,"RLD",39,3792.015753,1,"None",1,"Lvl","CulDSac",0,"CollgCr","Norm","Norm","1Fam","1Story",5,4,1977,"Gable","SS","HdBoard","HdBoard",0,0,3,3,"CB",4,3,3,3,60,4,399,876,"GasA",3,1,"SBrkr",907,0,0,907,1,0,1,0,3,3,5,10,0,0,"Attchd",1977,2,1,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,1,2007,"WD","Normal",120210.321266667
20,"RLD",75,10641.98307,1,"None",0,"Lvl","C",0,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,"Hip","SS","HdBoard","HdBoard",0,0,3,3,"CB",3,3,1,4,330,3,102,864,"GasA",3,1,"SBrkr",879,0,0,879,0,0,1,0,3,3,5,10,0,0,"Attchd",1975,1,2,3,2,0,80,0,0,0,0,0,"None","None",0,9,2007,"Con","Normal",127823.803066667
20,"RLD",60,15161.57751,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",3,3,1,5,671,1,193,864,"GasA",4,1,"SBrkr",864,0,0,864,1,0,1,0,3,5,5,10,0,0,"Detchd",1977,3,2,4,2,155,0,0,0,0,0,0,"None","None",0,9,2007,"WD","Normal",136373.458766667
20,"RLD",60,5387.315032,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",4,8,1972,"Gable","SS","Plywood","Plywood",0,0,3,4,"CB",3,3,1,3,385,1,0,385,"GasA",4,1,"SBrkr",875,0,0,875,0,0,1,0,3,4,5,10,0,0,"Detchd",1975,1,2,3,2,352,0,0,0,0,0,0,"None","None",0,10,2007,"WD","Normal",123517.310433333
20,"RLD",70,9908.010452,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",3,3,4,6,1412,1,261,1673,"GasA",5,1,"SBrkr",1673,0,0,1673,1,0,2,0,3,4,7,10,1,3,"Attchd",2000,2,2,3,2,306,113,0,0,116,0,0,"None","None",0,1,2007,"WD","Normal",238087.4177
60,"RLD",70,7689.951259,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,6,654,1,325,979,"GasA",5,1,"SBrkr",992,940,0,1932,1,0,2,1,3,4,7,10,1,4,"Attchd",2003,2,2,3,2,0,120,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",226989.4707
60,"RLD",65,10547.63731,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,"Gable","SS","VinylSd","VinylSd",1,214,4,3,"PC",4,3,1,1,0,1,860,860,"GasA",5,1,"SBrkr",860,869,0,1729,0,0,2,1,3,4,7,10,0,0,"Attchd",2002,3,2,3,2,386,63,0,0,0,0,0,"None","None",0,8,2007,"WD","Normal",200113.931966667
20,"RLD",73,6254.961923,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",8,5,1994,"Hip","SS","HdBoard","HdBoard",1,519,4,3,"PC",4,3,4,4,408,6,683,1556,"GasA",5,1,"SBrkr",1592,0,0,1592,0,0,2,0,3,4,7,10,1,3,"Attchd",1994,3,2,3,2,120,35,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",243275.081133333
60,"RLD",70,12708.8354,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,"Gable","SS","VinylSd","VinylSd",1,256,4,3,"PC",4,3,2,6,1198,1,333,1531,"GasA",5,1,"SBrkr",1531,908,0,2439,1,0,2,1,4,4,7,10,1,3,"Attchd",2001,3,2,3,2,184,121,0,0,0,0,0,"None","None",0,1,2007,"WD","Normal",270164.5603
60,"RLD",70,6653.686635,1,"None",3,"Lvl","C",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,"Gable","SS","VinylSd","VinylSd",1,254,4,3,"PC",4,3,2,6,762,1,98,860,"GasA",5,1,"SBrkr",1212,780,0,1992,1,0,2,1,3,4,7,5,2,3,"Attchd",1996,2,2,3,2,225,32,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",219763.0887
20,"RLD",73,5608.336006,1,"None",2,"Lvl","CulDSac",1,"CollgCr","Norm","Norm","1Fam","1Story",8,5,1999,"Gable","SS","VinylSd","VinylSd",1,158,4,3,"PC",4,3,4,6,915,1,426,1341,"GasA",5,1,"SBrkr",1341,0,0,1341,1,0,1,1,1,4,5,10,1,3,"Attchd",1999,2,2,3,2,240,84,0,0,0,0,0,"None","None",0,1,2007,"WD","Normal",209391.925966667
60,"RLD",70,5498.117,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,738,738,"GasA",5,1,"SBrkr",738,738,0,1476,0,0,2,1,3,4,7,10,0,0,"Attchd",2007,2,2,3,2,0,35,0,0,0,0,0,"None","None",0,6,2007,"New","Partial",177553.943833333
20,"RLD",65,2619.366672,1,"None",0,"Lvl","FR2P",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,3,6,709,1,460,1169,"GasA",5,1,"SBrkr",1190,0,0,1190,1,0,2,0,2,4,5,10,0,0,"Attchd",2005,2,2,3,2,100,41,0,0,0,0,0,"None","None",0,10,2007,"WD","Normal",181729.8965
20,"RLD",64,4659.183951,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",6,5,2006,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,1330,1330,"GasA",5,1,"SBrkr",1330,0,0,1330,0,0,2,0,3,4,6,10,1,4,"Attchd",2006,3,2,3,2,0,23,0,0,0,0,0,"None","None",0,7,2007,"New","Partial",180344.891966667
60,"RLD",64,4916.655798,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,1,1,0,1,738,738,"GasA",4,1,"SBrkr",738,753,0,1491,0,0,2,1,3,4,7,10,1,4,"Attchd",2006,2,2,3,2,100,30,0,0,0,0,0,"None","None",0,5,2007,"WD","Normal",178544.969966667
60,"RLD",64,6370.92691,1,"None",1,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","2Story",5,5,2005,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,2,1,0,1,768,768,"GasA",5,1,"SBrkr",768,768,0,1536,0,0,2,1,3,4,6,10,0,0,"Attchd",2005,3,2,3,2,0,40,0,0,0,0,0,"None","None",0,6,2007,"WD","Normal",173087.1363
85,"RLD",75,3382.39983,1,"None",0,"Low","I",0,"Edwards","Norm","Norm","1Fam","SFoyer",5,5,1967,"Gable","SS","HdBoard","HdBoard",1,162,3,3,"CB",4,3,4,5,936,1,0,936,"GasA",4,1,"SBrkr",936,0,0,936,1,0,1,0,2,3,4,10,1,2,"Attchd",1967,1,1,3,2,405,0,0,0,0,0,0,"None","Shed",450,8,2007,"WD","Abnorml",124228.512366667
20,"RLD",67,6072.005901,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",4,6,1963,"Gable","SS","VinylSd","VinylSd",2,20,3,4,"CB",3,3,1,4,132,2,115,1088,"GasA",3,1,"SBrkr",1088,0,0,1088,0,0,1,0,2,3,4,10,0,0,"Detchd",2002,1,2,3,1,0,0,0,0,0,0,0,"None","None",0,6,2007,"COD","Normal",124610.834333333
50,"RLD",74,16170.29657,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1925,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"CB",3,3,1,5,130,4,666,901,"GasA",3,1,"SBrkr",901,450,0,1351,1,0,1,0,3,3,7,10,1,4,"Detchd",1975,1,2,3,0,0,0,43,0,100,0,0,"None","None",0,7,2007,"WD","Normal",133700.590066667
20,"RLD",80,-283.913652,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",6,6,1960,"Hip","SS","HdBoard","HdBoard",2,198,3,3,"CB",3,3,1,1,0,1,1179,1179,"GasA",4,1,"SBrkr",1179,0,0,1179,0,0,1,0,2,3,5,5,0,0,"Attchd",1960,3,2,3,1,0,0,0,0,0,0,0,"GdPrv","None",0,6,2007,"WD","Normal",142803.540133333
80,"RLD",65,10047.41185,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","SLvl",6,6,1976,"Gable","SS","HdBoard","Plywood",0,0,3,2,"CB",3,3,3,6,504,1,456,960,"GasA",3,1,"SBrkr",1044,0,0,1044,1,0,1,0,3,3,7,10,1,2,"Detchd",1976,1,2,3,2,228,0,0,0,0,0,0,"None","None",0,4,2007,"WD","Normal",132623.126
90,"RLD",65,11872.86503,1,"None",1,"Lvl","CulDSac",0,"Edwards","Norm","Norm","Duplex","2Story",5,6,1979,"Gable","SS","Plywood","Plywood",0,0,3,3,"SL",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1100,1133,0,2233,0,0,2,1,5,3,11,10,0,0,"Attchd",1979,3,2,3,2,0,0,0,0,0,0,0,"None","None",0,2,2007,"WD","Normal",151895.1645
60,"RLD",60,3251.426058,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","2Story",5,5,2005,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,4,1,6,611,1,123,734,"GasA",4,1,"SBrkr",734,674,0,1408,1,0,2,1,3,3,6,10,0,0,"BuiltIn",2005,3,2,3,2,0,85,0,0,0,0,0,"None","None",0,5,2007,"WD","Normal",151710.9811
20,"RLD",128,16681.19861,1,"None",1,"Bnk","I",0,"Edwards","Norm","Norm","1Fam","1Story",10,5,2008,"Hip","SS","CemntBd","CmentBd",2,1224,5,3,"PC",5,3,4,6,4010,1,1085,5095,"GasA",5,1,"SBrkr",5095,0,0,5095,1,1,2,1,2,5,15,10,2,4,"Attchd",2008,3,3,3,2,546,484,0,0,0,0,0,"None","None",17000,10,2007,"New","Partial",236700.316633333
180,"RMD",35,2823.702596,1,"None",0,"Lvl","I",0,"Edwards","NoRMD","NoRMD","TwnhsE","SFoyer",6,5,2005,"Gable","SS","VinylSd","VinylSd",2,76,3,3,"PC",4,3,4,6,467,1,80,547,"GasA",5,1,"SBrkr",1072,0,0,1072,1,0,1,0,2,4,5,10,0,0,"Basment",2005,3,2,3,2,0,44,0,0,0,0,0,"None","None",0,5,2007,"WD","NoRMDal",143731.351533333
20,"RLD",64,6245.091407,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",5,7,1959,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,3,3,3,77,5,52,960,"GasA",5,1,"SBrkr",960,0,0,960,1,0,1,0,2,2,4,10,0,0,"Detchd",1959,1,1,3,2,144,0,35,0,0,0,0,"None","None",0,12,2007,"WD","Normal",117457.1068
90,"RLD",74,3300.258017,1,"None",0,"Lvl","C",0,"Edwards","Norm","Norm","Duplex","1Story",4,3,1955,"Gable","SS","AsbShng","Plywood",0,128,3,3,"PC",0,0,0,0,0,0,0,0,"GasA",3,0,"SBrkr",1152,0,0,1152,0,0,2,0,2,2,6,10,0,0,"No Garage",1955,0,0,0,0,0,0,0,0,0,0,0,"None","None",0,9,2007,"WD","Normal",91043.6540333333
90,"RLD",52,6065.860165,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","Duplex","1Story",5,6,1946,"Gable","SS","Plywood","Plywood",0,0,3,3,"CB",3,3,1,1,0,1,1195,1195,"GasA",3,0,"SBrkr",1195,0,0,1195,0,0,2,0,4,3,8,10,0,0,"No Garage",1946,0,0,0,0,118,0,0,0,0,0,0,"GdWo","None",0,7,2007,"WD","Abnorml",120025.8088
40,"RLD",62,18381.1384,1,"None",0,"Bnk","C",0,"Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,2,144,5,238,660,"GasA",3,1,"SBrkr",740,125,0,865,1,0,1,0,2,3,4,10,1,4,"Detchd",1920,1,1,3,2,0,0,84,0,0,0,0,"None","None",0,8,2007,"WD","Normal",112363.280733333
20,"RLD",60,7778.037256,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",4,5,1955,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"CB",3,3,1,4,544,1,224,768,"GasA",3,1,"SBrkr",768,0,0,768,0,0,1,0,2,3,4,10,1,2,"Detchd",1959,1,1,3,2,0,0,196,0,0,0,0,"MnPrv","None",0,7,2007,"WD","Normal",110270.235166667
20,"RLD",60,17847.68289,1,"None",0,"HLS","I",0,"Edwards","Norm","Norm","1Fam","1Story",4,5,1955,"Gable","SS","WdShing","Plywood",0,0,3,3,"CB",3,3,1,5,682,1,182,864,"GasA",3,1,"SBrkr",864,0,0,864,1,0,1,0,3,3,5,10,0,0,"Detchd",1996,1,2,3,0,196,0,0,0,0,0,0,"None","None",0,10,2007,"COD","Family",117403.785066667
90,"RLD",60,4831.005344,1,"None",0,"Lvl","I",0,"SWISU","Norm","Norm","Duplex","2Story",5,6,1923,"Hip","SS","Wd Sdng","Plywood",0,0,3,3,"PC",3,3,2,3,371,1,925,1296,"Grav",2,0,"FuseA",1296,1296,0,2592,2,0,2,0,6,3,12,5,0,0,"No Garage",1923,0,0,0,2,0,742,240,0,0,0,0,"None","Shed",1512,1,2007,"WD","AdjLand",161715.0175
30,"RLD",54,5067.139147,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","1Story",5,5,1926,"Hip","SS","Stucco","Plywood",0,0,3,3,"PC",3,3,2,4,319,1,971,1290,"GasA",3,1,"SBrkr",1422,0,0,1422,0,0,1,0,3,3,6,10,0,0,"Detchd",1973,1,1,3,2,0,0,64,0,0,0,0,"MnPrv","None",0,4,2007,"WD","Normal",152298.307366667
50,"RLD",51,5465.801357,1,"None",0,"HLS","I",0,"Crawfor","Norm","Norm","1Fam","1.5Fin",6,7,1921,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,4,113,1,538,651,"GasA",4,1,"SBrkr",759,539,0,1298,0,0,2,0,2,3,8,10,1,4,"Detchd",1994,1,1,3,1,216,0,168,0,0,0,0,"None","None",0,8,2007,"WD","Normal",148219.731166667
70,"RLD",63,6677.647243,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","2Story",7,8,1930,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",4,3,1,6,246,1,285,531,"GasA",3,1,"SBrkr",567,531,0,1098,1,0,1,0,2,3,5,10,1,4,"Detchd",1930,1,1,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,6,2007,"WD","Normal",147894.055966667
70,"RLD",53,8352.097331,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","2Story",6,7,1921,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"BT",3,3,1,1,0,1,585,585,"GasA",3,0,"SBrkr",851,585,0,1436,0,0,1,0,3,3,7,10,1,4,"Detchd",1992,1,1,3,2,184,0,0,0,0,0,0,"None","None",0,4,2007,"CWD","Normal",156674.582366667
70,"RLD",53,12571.33818,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","2Story",6,8,1926,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,1,0,1,686,686,"GasA",3,1,"SBrkr",686,775,0,1461,0,0,1,0,3,3,6,10,1,4,"Detchd",1926,1,1,3,0,0,0,116,0,0,0,0,"MnPrv","None",0,7,2007,"WD","Normal",163520.5628
70,"RLD",60,9288.766769,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","2.5Unf",7,7,1927,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"BT",3,3,1,1,0,1,851,851,"GasA",4,1,"SBrkr",867,851,0,1718,0,0,2,1,4,4,8,10,1,3,"Detchd",1927,1,2,3,2,291,0,60,0,153,0,0,"GdPrv","None",0,10,2007,"WD","Normal",186613.054866667
